Team Number,Match Number,Team Color,Scout Initals,Cone High Auto,Cone Mid Auto,Cone Low Auto,Cube High Auto,Cube Mid Auto,Cube Low Auto,Mobility Auto,Balance Auto,Cones Collected,Cubes Collected,Cone High,Cone Mid,Cone Low,Cube High,Cube Mid,Cube Low,Cone High (Full Grid),Cone Mid (Full Grid),Cone Low (Full Grid),Cube High (Full Grid),Cube Mid (Full Grid),Cube Low (Full Grid),Endgame Teleop,How in the way of own alliance (none (0) to lots (10)),How tippy (none (0) to lots (10)),How many penalties (none (0) to lots (10)),How speedy (0 (low speed) - 10 (high speed)),Swerve,Died?,Notes,Time Uploaded
"6431","8",Blue,"KL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.1,0,1,"Broken intake? Auto didn’t work, terrible defense",Thu Apr 20 2023 14:48:05 GMT+0000 (Coordinated Universal Time)
"6431","8",Blue,"KL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.1,0,1,"Broken intake? Auto didn’t work, terrible defense",Thu Apr 20 2023 14:48:06 GMT+0000 (Coordinated Universal Time)
"9126","Qual 10",Red,"AS",0,0,0,6,0,0,3,0,0,4,0,0,0,5,3,4,0,0,0,0,0,0,0,1,0.9,1,0.5,1,1,"Really inconsistent intake",Thu Apr 20 2023 14:52:35 GMT+0000 (Coordinated Universal Time)
"179","10",Blue,"WC",6,0,3,0,0,0,0,0,6,2,10,6,4,5,3,0,18,15,6,9,6,12,2,0.9,0.7,1,0.7,1,1,"Really good intake",Thu Apr 20 2023 14:53:36 GMT+0000 (Coordinated Universal Time)
"3003","10",Blue,"JJR",0,0,0,0,0,0,3,0,4,2,10,6,0,0,3,0,0,0,0,0,0,3,10,0.5,0.9,1,0.2,1,1,"Sat in front of single substation for like 15 seconds ",Thu Apr 20 2023 14:54:28 GMT+0000 (Coordinated Universal Time)
"503","Qual 11",Red,"AS",0,0,0,0,4,0,3,0,2,6,10,0,0,5,0,10,0,0,0,0,0,0,10,1,1,0.9,0.7,1,1,"",Thu Apr 20 2023 15:00:07 GMT+0000 (Coordinated Universal Time)
"1123","11",Red,"AJ",0,0,0,6,4,0,3,0,2,5,10,0,0,10,3,4,0,0,0,0,0,0,10,1,1,1,0.7,1,1,"",Thu Apr 20 2023 15:00:51 GMT+0000 (Coordinated Universal Time)
"1123","11",Red,"AJ",0,0,0,6,4,0,3,0,2,5,10,0,0,10,3,4,0,0,0,0,0,0,10,1,1,1,0.7,1,1,"",Thu Apr 20 2023 15:00:59 GMT+0000 (Coordinated Universal Time)
"1123","11",Red,"AJ",0,0,0,6,4,0,3,0,2,5,10,0,0,10,3,4,0,0,0,0,0,0,10,1,1,1,0.7,1,1,"",Thu Apr 20 2023 15:01:06 GMT+0000 (Coordinated Universal Time)
"195","11",Blue,"WC",0,0,0,6,0,3,3,0,7,1,5,9,6,0,0,0,18,18,9,9,9,9,10,0.6,0.2,0.5,0.6,1,1,"Spinning wrist",Thu Apr 20 2023 15:01:49 GMT+0000 (Coordinated Universal Time)
"1468","11",Blue,"Jjr",6,0,0,0,0,0,0,8,4,0,10,9,2,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0.8,1,1,"Pretty decent def on the side as well as scoring ",Thu Apr 20 2023 15:02:05 GMT+0000 (Coordinated Universal Time)
"1468","11",Blue,"Jjr",6,0,0,0,0,0,0,8,4,0,10,9,2,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0.8,1,1,"Pretty decent def on the side as well as scoring ",Thu Apr 20 2023 15:02:05 GMT+0000 (Coordinated Universal Time)
"1468","11",Blue,"Jjr",6,0,0,0,0,0,0,8,4,0,10,9,2,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0.8,1,1,"Pretty decent def on the side as well as scoring ",Thu Apr 20 2023 15:02:06 GMT+0000 (Coordinated Universal Time)
"1468","11",Blue,"Jjr",6,0,0,0,0,0,0,8,4,0,10,9,2,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0.8,1,1,"Pretty decent def on the side as well as scoring ",Thu Apr 20 2023 15:02:07 GMT+0000 (Coordinated Universal Time)
"1468","11",Blue,"Jjr",6,0,0,0,0,0,0,8,4,0,10,9,2,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0.8,1,1,"Pretty decent def on the side as well as scoring ",Thu Apr 20 2023 15:02:07 GMT+0000 (Coordinated Universal Time)
"7285","Qual 12",Red,"AS",0,0,0,0,4,0,3,0,8,0,10,15,2,0,0,0,0,0,0,0,0,0,10,1,1,1,0.6,1,1,"",Thu Apr 20 2023 15:07:03 GMT+0000 (Coordinated Universal Time)
"1629","12",Blue,"WC",0,0,0,6,0,0,3,12,3,2,10,0,2,0,6,0,0,0,0,0,0,0,10,0.6,0.4,0.8,0.3,1,1,"Can’t pick up off ground",Thu Apr 20 2023 15:07:16 GMT+0000 (Coordinated Universal Time)
"3161","12",Blue,"JJR",0,4,0,0,4,0,3,0,3,1,0,0,2,5,0,0,0,0,0,0,0,0,10,0.3,0.8,1,0.6,1,1,"Broke after being hit and shifted to def",Thu Apr 20 2023 15:10:02 GMT+0000 (Coordinated Universal Time)
"3478","12",Red,"AJ",0,0,3,0,0,0,0,0,5,1,15,0,4,5,0,0,0,0,0,0,0,0,0,1,1,1,0.3,1,1,"",Thu Apr 20 2023 15:12:45 GMT+0000 (Coordinated Universal Time)
"3478","12",Red,"AJ",0,0,3,0,0,0,0,0,5,1,15,0,4,5,0,0,0,0,0,0,0,0,0,1,1,1,0.3,1,1,"",Thu Apr 20 2023 15:13:01 GMT+0000 (Coordinated Universal Time)
"3478","12",Red,"AJ",0,0,3,0,0,0,0,0,5,1,15,0,4,5,0,0,0,0,0,0,0,0,0,1,1,1,0.3,1,1,"",Thu Apr 20 2023 15:13:14 GMT+0000 (Coordinated Universal Time)
"3478","12",Red,"AJ",0,0,3,0,0,0,0,0,5,1,15,0,4,5,0,0,0,0,0,0,0,0,0,1,1,1,0.3,1,1,"",Thu Apr 20 2023 15:13:38 GMT+0000 (Coordinated Universal Time)
"4099","13",Blue,"JJR",0,0,0,0,0,0,0,0,4,2,5,0,2,5,3,4,0,0,0,0,0,0,10,0.6,1,0.9,0.2,1,1,"",Thu Apr 20 2023 15:15:43 GMT+0000 (Coordinated Universal Time)
"9023","13",Red,"AK",0,4,0,0,0,0,3,0,1,1,0,3,0,0,3,0,0,0,0,0,0,0,10,1,1,1,0.5,1,1,"",Thu Apr 20 2023 15:16:07 GMT+0000 (Coordinated Universal Time)
"4099","13",Blue,"JJR",0,0,0,0,0,0,0,0,4,2,5,0,2,5,3,4,0,0,0,0,0,0,10,0.6,1,0.9,0.2,1,1,"",Thu Apr 20 2023 15:16:21 GMT+0000 (Coordinated Universal Time)
"8808","13",Blue,"WC",0,0,0,6,0,0,3,0,1,3,5,0,0,0,9,0,18,3,3,9,9,6,10,0.4,0.3,1,0.3,1,1,"Bad intake ",Thu Apr 20 2023 15:16:26 GMT+0000 (Coordinated Universal Time)
"4145","Qual 13",Red,"AS",0,0,0,6,0,0,3,0,5,1,20,3,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0.6,1,1,"",Thu Apr 20 2023 15:16:59 GMT+0000 (Coordinated Universal Time)
"14","857",Red,"AJ",6,0,0,0,0,0,0,0,2,2,5,3,0,5,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,"",Thu Apr 20 2023 15:22:01 GMT+0000 (Coordinated Universal Time)
"14","857",Red,"AJ",6,0,0,0,0,0,0,0,2,2,5,3,0,5,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,"",Thu Apr 20 2023 15:22:01 GMT+0000 (Coordinated Universal Time)
"14","857",Red,"AJ",6,0,0,0,0,0,0,0,2,2,5,3,0,5,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,"",Thu Apr 20 2023 15:22:02 GMT+0000 (Coordinated Universal Time)
"14","857",Red,"AJ",6,0,0,0,0,0,0,0,2,2,5,3,0,5,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,"",Thu Apr 20 2023 15:22:02 GMT+0000 (Coordinated Universal Time)
"14","857",Red,"AJ",6,0,0,0,0,0,0,0,2,2,5,3,0,5,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,"",Thu Apr 20 2023 15:22:02 GMT+0000 (Coordinated Universal Time)
