Team Number,Match Number,Team Color,Scout Initals,Cone High Auto,Cone Mid Auto,Cone Low Auto,Cube High Auto,Cube Mid Auto,Cube Low Auto,Mobility Auto,Balance Auto,Cones Collected,Cubes Collected,Cone High,Cone Mid,Cone Low,Cube High,Cube Mid,Cube Low,Cone High (Full Grid),Cone Mid (Full Grid),Cone Low (Full Grid),Cube High (Full Grid),Cube Mid (Full Grid),Cube Low (Full Grid),Endgame Teleop,How in the way of own alliance (none (0) to lots (10)),How tippy (none (0) to lots (10)),How many penalties (none (0) to lots (10)),How speedy (0 (low speed) - 10 (high speed)),Swerve,Died?,Notes,Time Uploaded
"5135","48",Red,"QRM",0,0,0,1,0,0,None,Engaged,5,1,4,0,1,1,0,1,0,0,0,0,0,0,Engaged,1,0,0,5,Yes,No,"Damn good synergy, almost tipped useless everybot teammate but that was deserved ",Fri Apr 21 2023 06:38:03 GMT+0000 (Coordinated Universal Time)
"4143","Qual 30",Red,"AS",1,0,0,1,0,0,Mobility,None,5,1,1,4,0,0,0,0,0,0,0,0,0,0,None,1,0,0,3,Yes,No,"",Fri Apr 21 2023 06:39:19 GMT+0000 (Coordinated Universal Time)
"3940","10",Blue,"JW",0,0,0,1,0,0,None,None,1,4,2,0,0,1,0,3,0,0,0,0,0,0,Engaged,0,0,0,7,Yes,No,"",Fri Apr 21 2023 06:41:38 GMT+0000 (Coordinated Universal Time)
"3940","Qual 30",Red,"AS",0,0,0,1,0,0,Mobility,Engaged,3,1,2,0,0,0,1,0,0,0,0,0,0,0,Engaged,0,2,0,3,No,No,"",Fri Apr 21 2023 06:45:17 GMT+0000 (Coordinated Universal Time)
"8847","30",Blue,"ARM",0,0,0,0,0,1,None,Engaged,0,6,0,0,0,0,0,0,0,0,0,0,0,5,Engaged,6,0,0,4,No,No,"Not in break mode on charge",Fri Apr 21 2023 06:45:28 GMT+0000 (Coordinated Universal Time)
"5990","30",Blue,"JJR",1,0,0,0,0,0,Mobility,None,2,3,2,0,0,2,0,0,0,0,0,0,0,0,None,4,0,0,2,No,No,"Indus river valley girl ",Fri Apr 21 2023 06:45:33 GMT+0000 (Coordinated Universal Time)
"4069","30",Blue,"ARM",0,0,0,0,0,0,Mobility,None,3,1,1,0,1,1,0,0,0,0,0,0,0,0,Engaged,4,7,0,0,No,No,"Go home :/",Fri Apr 21 2023 06:50:53 GMT+0000 (Coordinated Universal Time)
"5665","68",Blue,"AJ",0,0,0,1,0,0,Mobility,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engaged,5,0,0,5,Yes,No,"Defense bot",Fri Apr 21 2023 13:08:17 GMT+0000 (Coordinated Universal Time)
"6606","68",Red,"LL",0,0,0,0,0,0,Mobility,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Docked,8,9,0,2,No,No,"Did nothing",Fri Apr 21 2023 13:08:21 GMT+0000 (Coordinated Universal Time)
"3184","68",Red,"Hh",0,0,0,1,0,0,Mobility,Engaged,3,1,2,1,0,0,1,0,0,0,0,0,0,0,Docked,0,7,0,4,Yes,No,"",Fri Apr 21 2023 13:08:23 GMT+0000 (Coordinated Universal Time)
"9023","68",Blue,"",0,0,0,0,1,0,Mobility,Docked,0,2,0,0,0,0,0,2,0,0,0,0,0,0,Engaged,2,3,0,5,Yes,No,"",Fri Apr 21 2023 13:08:53 GMT+0000 (Coordinated Universal Time)
"3039","68",Red,"LP",1,0,0,0,0,0,Mobility,None,5,4,2,3,0,1,2,1,0,0,0,0,0,0,Docked,0,0,0,7,Yes,No,"Really fast swerve with a reliable place can do cones tipped from ground ",Fri Apr 21 2023 13:09:20 GMT+0000 (Coordinated Universal Time)
"2992","68",Blue,"MR",1,0,0,1,0,0,Mobility,None,5,0,2,0,4,0,0,0,0,0,0,0,0,0,Engaged,0,6,0,5,Yes,No,"tippy when placing. cones would be oriented improperly during loading. made it fail cone placement.",Fri Apr 21 2023 13:10:06 GMT+0000 (Coordinated Universal Time)
"4329","69",Blue,"AJ",0,0,1,0,0,0,Mobility,None,4,3,0,3,1,0,2,1,0,0,0,0,0,0,Docked,0,0,0,8,Yes,No,"Consisten arm and similar arm to ours ",Fri Apr 21 2023 13:16:32 GMT+0000 (Coordinated Universal Time)
"1156","69",Blue,"AK",0,0,1,0,0,0,Mobility,Engaged,4,3,0,3,1,1,2,0,0,0,0,0,0,0,Engaged,1,1,0,7,Yes,No,"",Fri Apr 21 2023 13:16:36 GMT+0000 (Coordinated Universal Time)
