Team Number,Match Number,Team Color,Scout Initals,Cone High Auto,Cone Mid Auto,Cone Low Auto,Cube High Auto,Cube Mid Auto,Cube Low Auto,Mobility Auto,Balance Auto,Cones Collected,Cubes Collected,Cone High Teleop,Cone Mid Teleop,Cone Low Teleop,Cube High Teleop,Cube Mid Teleop,Cube Low Teleop,Endgame Teleop,Notes,Team Number Points,Match Number Points,Team Color Points,Scout Initals Points,Cone High Auto Points,Cone Mid Auto Points,Cone Low Auto Points,Cube High Auto Points,Cube Mid Auto Points,Cube Low Auto Points,Mobility Auto Points,Balance Auto Points,Cones Collected Points,Cubes Collected Points,Cone High Teleop Points,Cone Mid Teleop Points,Cone Low Teleop Points,Cube High Teleop Points,Cube Mid Teleop Points,Cube Low Teleop Points,Endgame Teleop Points,Notes Points
9084,,Red,,0,0,0,0,0,0,None,Engaged,0,0,0,0,0,0,0,0,None,,9084,,Red,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
